date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,referee,time_format,reach,height,age,knockdowns,sub_attempts,reversals,control,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts
1994-09-09,0,Emmanuel Yarborough,Keith Hackney,Open Weight,open_stance,1960-09-05,KO/TKO,119,1,1:59,John McCarthy,No Time Limit,0.0,80.0,34.0,0,0,0,0,0,1,1,5,4,9,1,5,0,0,0,0,0,2,0,0,1,3
1994-09-09,1,Keith Hackney,Emmanuel Yarborough,Open Weight,sideways,1900-01-01,KO/TKO,119,1,1:59,John McCarthy,No Time Limit,0.0,71.0,0.0,1,0,0,0,0,0,34,50,36,52,29,45,0,0,5,5,6,8,2,3,26,39
1994-09-09,0,Christophe Leninger,Ken Shamrock,Open Weight,southpaw,1900-01-01,KO/TKO,289,1,4:49,John McCarthy,No Time Limit,0.0,72.0,0.0,0,0,0,0,0,0,1,2,21,23,1,2,0,0,0,0,1,2,0,0,0,0
1994-09-09,1,Ken Shamrock,Christophe Leninger,Open Weight,orthodox,1964-02-11,KO/TKO,289,1,4:49,John McCarthy,No Time Limit,72.0,73.0,30.0,0,0,0,0,1,1,8,9,16,20,5,6,3,3,0,0,0,1,0,0,8,8
1994-09-09,0,Roland Payne,Harold Howard,Open Weight,orthodox,1900-01-01,KO/TKO,46,1,0:46,John McCarthy,No Time Limit,0.0,69.0,0.0,0,0,0,0,1,2,3,4,3,4,0,0,2,2,1,2,2,2,1,2,0,0
1994-09-09,1,Harold Howard,Roland Payne,Open Weight,orthodox,1900-01-01,KO/TKO,46,1,0:46,John McCarthy,No Time Limit,0.0,74.0,0.0,1,0,0,0,0,1,9,12,12,15,9,12,0,0,0,0,1,4,4,4,4,4
1994-09-09,0,Kimo Leopoldo,Royce Gracie,Open Weight,orthodox,1968-01-05,SUB,280,1,4:40,John McCarthy,No Time Limit,0.0,75.0,26.0,0,0,1,0,1,1,6,9,6,10,3,6,2,2,1,1,0,1,3,3,3,5
1994-09-09,1,Royce Gracie,Kimo Leopoldo,Open Weight,southpaw,1966-12-12,SUB,280,1,4:40,John McCarthy,No Time Limit,0.0,73.0,27.0,0,1,1,0,0,2,2,6,17,21,1,1,0,2,1,3,0,0,2,6,0,0
1994-09-09,1,Ken Shamrock,Felix Lee Mitchell,Open Weight,orthodox,1964-02-11,SUB,274,1,4:34,John McCarthy,No Time Limit,72.0,73.0,30.0,0,1,0,0,1,2,4,4,7,7,1,1,2,2,1,1,0,0,3,3,1,1
1994-09-09,0,Harold Howard,Steve Jennum,Open Weight,orthodox,1900-01-01,KO/TKO,87,1,1:27,John McCarthy,No Time Limit,0.0,74.0,0.0,0,1,0,0,0,0,2,6,3,7,2,6,0,0,0,0,1,4,1,1,0,1
1994-09-09,1,Steve Jennum,Harold Howard,Open Weight,orthodox,1900-01-01,KO/TKO,87,1,1:27,John McCarthy,No Time Limit,0.0,70.0,0.0,0,0,0,0,1,1,6,11,7,13,6,11,0,0,0,0,1,2,0,0,5,9
1994-12-16,0,Jason Fairn,Guy Mezger,Open Weight,orthodox,1900-01-01,KO/TKO,133,1,2:13,John McCarthy,No Time Limit,0.0,73.0,0.0,1,0,0,0,0,0,9,12,12,15,5,8,2,2,2,2,1,4,4,4,4,4
1994-12-16,1,Guy Mezger,Jason Fairn,Open Weight,orthodox,1968-01-01,KO/TKO,133,1,2:13,John McCarthy,No Time Limit,0.0,73.0,26.0,0,0,0,0,1,1,19,30,23,34,17,28,1,1,1,1,0,1,4,5,15,24
1994-12-16,0,Ron van Clief,Royce Gracie,Open Weight,orthodox,1943-01-25,SUB,229,1,3:49,John McCarthy,No Time Limit,0.0,70.0,51.0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2
1994-12-16,1,Royce Gracie,Ron van Clief,Open Weight,southpaw,1966-12-12,SUB,229,1,3:49,John McCarthy,No Time Limit,0.0,73.0,28.0,0,1,0,0,1,1,7,11,27,31,5,8,2,3,0,0,0,1,0,0,7,10
1994-12-16,0,Joe Son,Keith Hackney,Open Weight,orthodox,1970-11-22,SUB,164,1,2:44,John McCarthy,No Time Limit,0.0,64.0,24.0,0,1,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1994-12-16,1,Keith Hackney,Joe Son,Open Weight,sideways,1900-01-01,SUB,164,1,2:44,John McCarthy,No Time Limit,0.0,71.0,0.0,0,1,0,0,0,0,8,14,10,16,1,5,0,1,7,8,2,7,0,0,6,7
1994-12-16,0,Melton Bowen,Steve Jennum,Open Weight,orthodox,1969-07-16,SUB,287,1,4:47,John McCarthy,No Time Limit,0.0,72.0,25.0,0,0,0,0,0,0,1,4,48,59,1,4,0,0,0,0,0,3,1,1,0,0
1994-12-16,1,Steve Jennum,Melton Bowen,Open Weight,orthodox,1900-01-01,SUB,287,1,4:47,John McCarthy,No Time Limit,0.0,70.0,0.0,0,1,0,0,2,3,13,40,29,70,13,36,0,2,0,2,0,6,0,0,13,34
1994-12-16,0,Anthony Macias,Dan Severn,Open Weight,switch,1900-01-01,SUB,105,1,1:45,John McCarthy,No Time Limit,0.0,69.0,0.0,0,0,0,0,0,0,8,9,12,14,4,4,2,2,2,3,2,3,3,3,3,3
1994-12-16,1,Dan Severn,Anthony Macias,Open Weight,southpaw,1958-06-08,SUB,105,1,1:45,John McCarthy,No Time Limit,0.0,74.0,36.0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-12-16,0,Keith Hackney,Royce Gracie,Open Weight,sideways,1900-01-01,SUB,332,1,5:32,John McCarthy,No Time Limit,0.0,71.0,0.0,0,0,0,0,0,0,4,13,7,16,3,12,1,1,0,0,1,3,2,4,1,6
1994-12-16,1,Royce Gracie,Keith Hackney,Open Weight,southpaw,1966-12-12,SUB,332,1,5:32,John McCarthy,No Time Limit,0.0,73.0,28.0,0,3,0,0,0,2,11,23,45,58,7,15,3,5,1,3,2,10,9,13,0,0
1994-12-16,0,Marcus Bossett,Dan Severn,Open Weight,orthodox,1900-01-01,SUB,52,1,0:52,John McCarthy,No Time Limit,0.0,73.0,0.0,0,0,0,0,0,0,1,2,2,3,0,0,1,2,0,0,1,2,0,0,0,0
1994-12-16,1,Dan Severn,Marcus Bossett,Open Weight,southpaw,1958-06-08,SUB,52,1,0:52,John McCarthy,No Time Limit,0.0,74.0,36.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-12-16,0,Dan Severn,Royce Gracie,Open Weight,southpaw,1958-06-08,SUB,949,1,15:49,John McCarthy,No Time Limit,0.0,74.0,36.0,0,0,0,0,1,1,4,7,27,43,4,7,0,0,0,0,0,0,0,0,4,7
1994-12-16,1,Royce Gracie,Dan Severn,Open Weight,southpaw,1966-12-12,SUB,949,1,15:49,John McCarthy,No Time Limit,0.0,73.0,28.0,0,3,0,0,0,0,0,4,80,84,0,1,0,0,0,3,0,4,0,0,0,0
1995-04-07,0,Asbel Cancio,Dave Beneteau,Open Weight,orthodox,1900-01-01,KO/TKO,21,1,0:21,Lonnie Foster,20,0.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-04-07,1,Dave Beneteau,Asbel Cancio,Open Weight,orthodox,1900-01-01,KO/TKO,21,1,0:21,Lonnie Foster,20,0.0,74.0,0.0,0,0,0,0,1,1,12,18,12,18,12,18,0,0,0,0,0,0,0,0,12,18
1995-04-07,1,Guy Mezger,John Dowdy,Open Weight,orthodox,1968-01-01,KO/TKO,122,1,2:02,John McCarthy,20,0.0,73.0,27.0,1,0,0,0,0,0,12,17,15,20,10,15,1,1,1,1,2,5,2,2,8,10
1995-04-07,0,Andy Anderson,Jon Hess,Open Weight,orthodox,1974-07-16,KO/TKO,83,1,1:23,John McCarthy,20,0.0,66.0,20.0,0,0,1,0,0,2,2,2,6,6,2,2,0,0,0,0,0,0,0,0,2,2
1995-04-07,1,Jon Hess,Andy Anderson,Open Weight,orthodox,1900-01-01,KO/TKO,83,1,1:23,John McCarthy,20,0.0,79.0,0.0,0,0,0,0,0,0,17,28,30,41,7,17,10,11,0,0,6,14,6,9,5,5
1995-04-07,0,Larry Cureton,Todd Medina,Open Weight,orthodox,1900-01-01,SUB,175,1,2:55,John McCarthy,20,0.0,74.0,0.0,0,0,0,0,0,0,1,2,15,16,0,1,1,1,0,0,0,1,1,1,0,0
1995-04-07,1,Todd Medina,Larry Cureton,Open Weight,southpaw,1900-01-01,SUB,175,1,2:55,John McCarthy,20,0.0,70.0,0.0,0,1,0,0,1,1,4,4,64,66,3,3,1,1,0,0,0,0,0,0,4,4
1995-04-07,0,Ernie Verdicia,Oleg Taktarov,Open Weight,orthodox,1900-01-01,SUB,143,1,2:23,John McCarthy,20,0.0,71.0,0.0,0,0,0,0,0,0,2,5,7,11,2,5,0,0,0,0,0,2,0,0,2,3
1995-04-07,1,Oleg Taktarov,Ernie Verdicia,Open Weight,orthodox,1967-08-26,SUB,143,1,2:23,John McCarthy,20,0.0,72.0,27.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-04-07,0,Joe Charles,Dan Severn,Open Weight,southpaw,1900-01-01,SUB,98,1,1:38,John McCarthy,20,0.0,73.0,0.0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0
1995-04-07,1,Dan Severn,Joe Charles,Open Weight,southpaw,1958-06-08,SUB,98,1,1:38,John McCarthy,20,0.0,74.0,36.0,0,1,0,0,1,1,2,4,12,19,2,4,0,0,0,0,0,0,0,0,2,4
1995-04-07,0,Todd Medina,Dave Beneteau,Open Weight,southpaw,1900-01-01,KO/TKO,132,1,2:12,John McCarthy,20,0.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-04-07,1,Dave Beneteau,Todd Medina,Open Weight,orthodox,1900-01-01,KO/TKO,132,1,2:12,John McCarthy,20,0.0,74.0,0.0,0,0,0,0,1,1,8,13,22,28,8,13,0,0,0,0,0,0,0,0,8,13
1995-04-07,0,Oleg Taktarov,Dan Severn,Open Weight,orthodox,1967-08-26,KO/TKO,261,1,4:21,John McCarthy,20,0.0,72.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-04-07,1,Dan Severn,Oleg Taktarov,Open Weight,southpaw,1958-06-08,KO/TKO,261,1,4:21,John McCarthy,20,0.0,74.0,36.0,0,0,0,0,1,1,9,17,38,64,9,17,0,0,0,0,0,0,0,0,9,17
1995-04-07,0,Dave Beneteau,Dan Severn,Open Weight,orthodox,1900-01-01,SUB,181,1,3:01,John McCarthy,30,0.0,74.0,0.0,0,0,0,0,0,0,2,6,5,10,2,6,0,0,0,0,0,1,2,5,0,0
1995-04-07,1,Dan Severn,Dave Beneteau,Open Weight,southpaw,1958-06-08,SUB,181,1,3:01,John McCarthy,30,0.0,74.0,36.0,0,1,0,0,1,1,2,3,11,13,1,1,0,1,1,1,0,0,1,2,1,1
1995-07-14,0,John Matua,David Abbott,Open Weight,orthodox,1900-01-01,KO/TKO,20,1,0:20,John McCarthy,20,0.0,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-07-14,1,David Abbott,John Matua,Open Weight,switch,1900-01-01,KO/TKO,20,1,0:20,John McCarthy,20,0.0,72.0,0.0,2,0,0,0,0,0,7,12,7,12,7,12,0,0,0,0,0,1,6,6,1,5
1995-07-14,0,Cal Worsham,Paul Varelans,Open Weight,orthodox,1900-01-01,KO/TKO,62,1,1:02,John McCarthy,20,0.0,71.0,0.0,0,0,0,0,0,1,9,33,11,35,9,30,0,3,0,0,5,13,4,20,0,0
1995-07-14,1,Paul Varelans,Cal Worsham,Open Weight,orthodox,1900-01-01,KO/TKO,62,1,1:02,John McCarthy,20,0.0,80.0,0.0,1,0,0,0,0,0,8,22,12,27,7,19,1,2,0,1,3,12,5,10,0,0
1995-07-14,0,Rudyard Moncayo,Patrick Smith,Open Weight,orthodox,1900-01-01,SUB,68,1,1:08,John McCarthy,20,0.0,70.0,0.0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1995-07-14,1,Patrick Smith,Rudyard Moncayo,Open Weight,orthodox,1963-08-28,SUB,68,1,1:08,John McCarthy,20,0.0,74.0,31.0,1,1,0,0,2,2,6,8,10,13,2,4,4,4,0,0,1,1,3,3,2,4
1995-07-14,0,Dave Beneteau,Oleg Taktarov,Open Weight,orthodox,1900-01-01,SUB,57,1,0:57,John McCarthy,20,0.0,74.0,0.0,0,0,0,0,1,1,5,14,5,14,5,14,0,0,0,0,0,0,4,11,1,3
1995-07-14,1,Oleg Taktarov,Dave Beneteau,Open Weight,orthodox,1967-08-26,SUB,57,1,0:57,John McCarthy,20,0.0,72.0,27.0,0,1,0,0,0,1,0,2,5,7,0,2,0,0,0,0,0,0,0,2,0,0
1995-07-14,0,Paul Varelans,David Abbott,Open Weight,orthodox,1900-01-01,KO/TKO,113,1,1:53,John McCarthy,20,0.0,80.0,0.0,0,0,0,0,0,0,1,2,12,14,0,1,1,1,0,0,0,1,1,1,0,0
1995-07-14,1,David Abbott,Paul Varelans,Open Weight,switch,1900-01-01,KO/TKO,113,1,1:53,John McCarthy,20,0.0,72.0,0.0,0,0,0,0,1,1,14,21,18,25,13,20,1,1,0,0,1,1,0,0,13,20
1995-07-14,0,Anthony Macias,Oleg Taktarov,Open Weight,switch,1900-01-01,SUB,9,1,0:09,John McCarthy,20,0.0,69.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-07-14,1,Oleg Taktarov,Anthony Macias,Open Weight,orthodox,1967-08-26,SUB,9,1,0:09,John McCarthy,20,0.0,72.0,27.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-07-14,0,Dan Severn,Ken Shamrock,Open Weight,southpaw,1958-06-08,SUB,134,1,2:14,John McCarthy,30-5,0.0,74.0,37.0,0,0,0,0,0,1,2,2,2,2,1,1,0,0,1,1,1,1,1,1,0,0
1995-07-14,1,Ken Shamrock,Dan Severn,Open Weight,orthodox,1964-02-11,SUB,134,1,2:14,John McCarthy,30-5,72.0,73.0,31.0,0,2,0,0,0,1,2,5,2,5,1,4,1,1,0,0,1,4,1,1,0,0
1995-07-14,0,David Abbott,Oleg Taktarov,Open Weight,switch,1900-01-01,SUB,1065,1,17:45,John McCarthy,30-5,0.0,72.0,0.0,0,1,0,0,2,3,17,45,39,71,16,44,1,1,0,0,8,27,3,7,6,11
1995-07-14,1,Oleg Taktarov,David Abbott,Open Weight,orthodox,1967-08-26,SUB,1065,1,17:45,John McCarthy,30-5,0.0,72.0,27.0,0,4,0,0,0,3,4,10,48,59,4,10,0,0,0,0,3,9,1,1,0,0
1995-09-08,0,David Hood,Scott Bessac,Open Weight,orthodox,1900-01-01,SUB,31,1,0:31,Taimak Guarriello,20,0.0,72.0,0.0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,2,3,1,2,1,1,0,0
1995-09-08,1,Scott Bessac,David Hood,Open Weight,orthodox,1900-01-01,SUB,31,1,0:31,Taimak Guarriello,20,0.0,76.0,0.0,0,2,0,0,0,0,1,5,1,5,0,4,1,1,0,0,0,4,1,1,0,0
1995-09-08,0,Gerry Harris,Paul Varelans,Open Weight,orthodox,1900-01-01,KO/TKO,65,1,1:05,John McCarthy,20,0.0,80.0,0.0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,1,0,1,0,0
1995-09-08,1,Paul Varelans,Gerry Harris,Open Weight,orthodox,1900-01-01,KO/TKO,65,1,1:05,John McCarthy,20,0.0,80.0,0.0,0,0,0,0,1,1,4,4,35,38,4,4,0,0,0,0,0,0,0,0,4,4
1995-09-08,0,Harold Howard,Mark Hall,Open Weight,orthodox,1900-01-01,KO/TKO,101,1,1:41,John McCarthy,20,0.0,74.0,0.0,0,0,0,0,1,2,4,5,5,8,1,1,3,4,0,0,2,2,2,3,0,0
1995-09-08,1,Mark Hall,Harold Howard,Open Weight,orthodox,1900-01-01,KO/TKO,101,1,1:41,John McCarthy,20,0.0,72.0,0.0,0,0,1,0,0,0,1,4,13,23,1,4,0,0,0,0,0,1,0,0,1,3
1995-09-08,0,Ryan Parker,Remco Pardoel,Open Weight,southpaw,1900-01-01,SUB,185,1,3:05,John McCarthy,20,0.0,75.0,0.0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0
1995-09-08,1,Remco Pardoel,Ryan Parker,Open Weight,southpaw,1900-01-01,SUB,185,1,3:05,John McCarthy,20,0.0,75.0,0.0,0,1,0,0,1,1,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1995-09-08,0,Larry Cureton,Marco Ruas,Open Weight,orthodox,1900-01-01,SUB,203,1,3:23,John McCarthy,20,0.0,74.0,0.0,0,1,1,0,0,0,6,7,11,14,2,3,4,4,0,0,0,0,0,0,6,7
1995-09-08,1,Marco Ruas,Larry Cureton,Open Weight,orthodox,1961-01-23,SUB,203,1,3:23,John McCarthy,20,0.0,73.0,34.0,0,3,0,0,1,1,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0
1995-09-08,0,Mark Hall,Paul Varelans,Open Weight,orthodox,1900-01-01,SUB,61,1,1:01,John McCarthy,20,0.0,72.0,0.0,0,0,0,0,0,0,2,3,4,5,1,1,0,1,1,1,2,2,0,1,0,0
1995-09-08,1,Paul Varelans,Mark Hall,Open Weight,orthodox,1900-01-01,SUB,61,1,1:01,John McCarthy,20,0.0,80.0,0.0,0,2,0,0,1,1,2,3,4,6,2,3,0,0,0,0,0,1,0,0,2,2
1995-09-08,0,Remco Pardoel,Marco Ruas,Open Weight,southpaw,1900-01-01,SUB,747,1,12:27,John McCarthy,20,0.0,75.0,0.0,0,2,0,0,1,1,2,4,4,7,0,1,0,0,2,3,0,2,2,2,0,0
1995-09-08,1,Marco Ruas,Remco Pardoel,Open Weight,orthodox,1961-01-23,SUB,747,1,12:27,John McCarthy,20,0.0,73.0,34.0,0,2,1,0,0,0,4,7,11,18,1,2,2,2,1,3,1,3,0,0,3,4
1995-09-08,0,Paul Varelans,Marco Ruas,Open Weight,orthodox,1900-01-01,KO/TKO,797,1,13:17,John McCarthy,30-5,0.0,80.0,0.0,0,1,0,0,0,0,10,30,36,63,3,19,2,2,5,9,7,27,3,3,0,0
1995-09-08,1,Marco Ruas,Paul Varelans,Open Weight,orthodox,1961-01-23,KO/TKO,797,1,13:17,John McCarthy,30-5,0.0,73.0,34.0,1,0,0,0,0,0,33,59,54,84,9,25,0,0,24,34,27,49,2,3,4,7
1995-12-16,0,Steve Jennum,David Abbott,Open Weight,orthodox,1900-01-01,SUB,74,1,1:14,John McCarthy,15,0.0,70.0,0.0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0
1995-12-16,1,David Abbott,Steve Jennum,Open Weight,switch,1900-01-01,SUB,74,1,1:14,John McCarthy,15,0.0,72.0,0.0,0,1,0,0,1,1,1,1,3,5,1,1,0,0,0,0,1,1,0,0,0,0
1995-12-16,0,Paul Varelans,Dan Severn,Open Weight,orthodox,1900-01-01,SUB,61,1,1:01,John McCarthy,15,0.0,80.0,0.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
1995-12-16,1,Dan Severn,Paul Varelans,Open Weight,southpaw,1958-06-08,SUB,61,1,1:01,John McCarthy,15,0.0,74.0,37.0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-12-16,0,Keith Hackney,Marco Ruas,Open Weight,sideways,1900-01-01,SUB,159,1,2:39,John McCarthy,15,0.0,71.0,0.0,0,0,0,0,0,0,1,4,1,4,0,2,0,0,1,2,1,4,0,0,0,0
